update,win_rate,policy,value,entropy,pred,total,lr,eps,pool_size
72,0.6,0.0007436686428263783,0.01769134507048875,-2.450741246342659,0.02249787637265399,-0.0036691325367428362,0.0002895599999999995,185,5
73,0.6,-0.004599222040269524,0.01701725894236006,-2.44620643556118,0.017194701882544905,-0.011955305351875722,0.0002894149999999995,186,5
74,0.61,0.006350081646814942,0.0393711575306952,-2.4147307574748993,0.017733134562149644,0.0107549203094095,0.0002892699999999995,188,5
75,0.61,-0.0036823232658207417,0.031251888955011964,-2.443042501807213,0.011763149246689864,-0.006605228816624731,0.0002891249999999995,190,5
76,0.61,0.006924155983142555,0.025344444438815117,-2.396195665001869,0.04156541981501505,0.01641713289427571,0.0002889799999999995,191,5
77,0.62,-0.004284213820938021,0.024400162743404508,-2.364223390817642,0.1191035495721735,0.043825408327393234,0.0002888349999999995,192,5
78,0.62,-0.0014492670306935906,0.020121793961152434,-2.3985684365034103,0.04536535081570037,0.007308621192350984,0.0002886899999999995,193,5
79,0.63,0.009398475696798414,0.03342600574251264,-2.4079411178827286,0.04222951456904411,0.02314682531869039,0.0002885449999999995,195,5
80,0.64,0.0016711415955796838,0.03356700099539012,-2.380156561732292,0.11400705040432513,0.051656601717695594,0.0002883999999999995,197,5
81,0.64,0.0034569393610581756,0.03335410659201443,-2.3610292077064514,0.037564927130006254,0.01530616480158642,0.00028825499999999947,199,5
82,0.62,0.002947353117633611,0.09719606023281813,-2.365520402789116,0.016664656286593527,0.03622250765329227,0.00028810999999999946,204,5
83,0.63,0.0025845219497568905,0.03471797984093428,-2.4392676800489426,0.02341688927845098,0.007259280129801482,0.00028796499999999946,207,5
84,0.63,0.00338856119196862,0.018504269362892956,-2.417317748069763,0.012784429913153872,-0.00514026582823135,0.00028781999999999945,208,5
85,0.64,-0.006095913820900023,0.02420810330659151,-2.435732051730156,0.007868762244470417,-0.014414801364182495,0.00028767499999999944,209,5
86,0.65,0.00270131160505116,0.09283814183436334,-2.404971718788147,0.1388097388553433,0.09447553334757686,0.00028752999999999944,215,5
87,0.65,-0.002355826902203262,0.018066568358335644,-2.434164121747017,0.06491451407782733,0.014793073642067611,0.00028738499999999943,216,5
88,0.65,0.004533796512987465,0.0325781850842759,-2.3981484472751617,0.004624368055374362,-0.0008464106358587742,0.0002872399999999994,218,5
89,0.65,0.003732841636519879,0.0336618420551531,-2.403527870774269,0.06281023554038256,0.027933602512348443,0.0002870949999999994,220,5
90,0.65,0.002026702102739364,0.01935292751295492,-2.424220249056816,0.024008660664549097,-0.000534705730387941,0.0002869499999999994,221,5
91,0.64,-0.0025108266272582114,0.07096442906185985,-2.398254916071892,0.02863192607765086,0.023304802540224046,0.0002868049999999994,225,5
