CynthAI_v2 self-play  |  3,783,427 params  |  device=cuda  |  3000 updates
 update    win%    policy     value   entropy      pred     total        lr  info  opp
Training:   0%|          | 1/3000 [00:53<44:26:06, 53.34s/updates, WR=33.3%  loss=26.818  lr=1.25e-05  opp=self  eps=6]wandb: WARNING Tried to log to step 1 that is less than the current step 4. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
      1   33.3%    0.0987    1.0311   -2.0024   41.1338   26.8180  1.25e-05  [53.1s  eps=6  pool=0  gn=9.227  cf=0.626  ev=-0.035  am=0.463  as=0.797  rd=0.4008  ia=0.35 aa=0.04 ma=0.08  ae=2.0594  ar=1.8510  rr=0.0036  opp=self]
     72  100.0%    0.0163    0.8965   -0.7893    0.1351    1.8838  2.50e-04  [61.8s  eps=6917  pool=0  gn=2.979  cf=0.223  ev=0.100  am=1.832  as=0.869  rd=0.1717  ia=1.00 aa=1.00 ma=0.75  ae=0.8255  ar=1.7487  rr=0.0041  opp=ema]
     73   62.0%    0.0247    0.9574   -0.6800    0.1378    2.0157  2.50e-04  [129.9s  eps=7030  pool=0  gn=2.780  cf=0.254  ev=0.039  am=0.573  as=1.139  rd=0.1942  ia=1.00 aa=1.00 ma=0.76  ae=0.8400  ar=1.7558  rr=0.0040  opp=fo]
     74  100.0%    0.0206    0.9577   -0.6778    0.1283    2.0069  2.50e-04  [60.1s  eps=7146  pool=0  gn=2.477  cf=0.211  ev=0.040  am=1.738  as=0.835  rd=0.1694  ia=1.00 aa=1.00 ma=0.76  ae=0.7966  ar=1.7643  rr=0.0040  opp=ema]
     75   61.0%    0.0260    0.9698   -0.6958    0.1319    2.0383  2.50e-04  [130.3s  eps=7270  pool=0  gn=2.622  cf=0.222  ev=0.024  am=0.587  as=1.134  rd=0.1845  ia=1.00 aa=1.00 ma=0.77  ae=0.8186  ar=1.8077  rr=0.0038  opp=fo]
     76   99.0%    0.0257    0.9259   -0.7336    0.1271    1.9474  2.50e-04  [60.9s  eps=7383  pool=0  gn=2.434  cf=0.198  ev=0.070  am=1.775  as=0.790  rd=0.1769  ia=1.00 aa=1.00 ma=0.78  ae=0.8078  ar=1.7954  rr=0.0038  opp=ema]
     77   99.0%    0.0063    0.9175   -0.6834    0.1231    1.9090  2.50e-04  [63.0s  eps=7505  pool=0  gn=3.070  cf=0.207  ev=0.078  am=1.793  as=0.907  rd=0.1518  ia=1.00 aa=1.00 ma=0.78  ae=0.8024  ar=1.7720  rr=0.0040  opp=ema]
     78   99.0%    0.0072    0.9512   -0.6166    0.1199    1.9756  2.50e-04  [59.6s  eps=7618  pool=0  gn=2.721  cf=0.186  ev=0.045  am=1.811  as=0.822  rd=0.1372  ia=1.00 aa=1.00 ma=0.78  ae=0.7944  ar=1.7976  rr=0.0038  opp=ema]
     79  100.0%    0.0116    0.9061   -0.7070    0.1208    1.8897  2.50e-04  [55.0s  eps=7741  pool=0  gn=2.692  cf=0.191  ev=0.090  am=1.872  as=0.788  rd=0.1755  ia=1.00 aa=1.00 ma=0.79  ae=0.8254  ar=1.8011  rr=0.0038  opp=ema]
     80  100.0%    0.0192    0.9464   -0.8109    0.1203    1.9773  2.50e-04  [54.5s  eps=7862  pool=0  gn=2.782  cf=0.172  ev=0.049  am=1.805  as=0.853  rd=0.1568  ia=1.00 aa=1.00 ma=0.79  ae=0.8310  ar=1.7996  rr=0.0038  opp=ema]
     81  100.0%    0.0078    0.9082   -0.7091    0.1170    1.8879  2.50e-04  [54.7s  eps=7978  pool=0  gn=2.696  cf=0.186  ev=0.087  am=1.842  as=0.868  rd=0.1425  ia=1.00 aa=1.00 ma=0.79  ae=0.8315  ar=1.7971  rr=0.0038  opp=ema]
     82  100.0%    0.0183    0.9293   -0.7161    0.1152    1.9395  2.50e-04  [54.8s  eps=8099  pool=0  gn=2.751  cf=0.213  ev=0.067  am=1.738  as=0.846  rd=0.1640  ia=1.00 aa=1.00 ma=0.80  ae=0.8245  ar=1.7816  rr=0.0039  opp=ema]
     83  100.0%    0.0109    0.9458   -0.7679    0.1123    1.9635  2.50e-04  [55.2s  eps=8212  pool=0  gn=2.542  cf=0.215  ev=0.052  am=1.720  as=0.776  rd=0.1610  ia=1.00 aa=1.00 ma=0.81  ae=0.8126  ar=1.7757  rr=0.0039  opp=ema]
     84   63.0%    0.0348    0.9851   -0.6226    0.1208    2.0711  2.50e-04  [116.9s  eps=8332  pool=0  gn=2.740  cf=0.206  ev=0.011  am=0.522  as=1.126  rd=0.1676  ia=1.00 aa=1.00 ma=0.80  ae=0.8483  ar=1.7873  rr=0.0039  opp=fo]
     85  100.0%    0.0095    0.9117   -0.6909    0.1133    1.8945  2.50e-04  [54.4s  eps=8450  pool=0  gn=3.476  cf=0.202  ev=0.082  am=1.747  as=0.915  rd=0.1520  ia=1.00 aa=1.00 ma=0.80  ae=0.8227  ar=1.7771  rr=0.0039  opp=ema]
     86  100.0%    0.0104    0.8952   -0.7536    0.1083    1.8591  2.50e-04  [54.5s  eps=8563  pool=0  gn=2.856  cf=0.203  ev=0.101  am=1.768  as=0.857  rd=0.1685  ia=1.00 aa=1.00 ma=0.82  ae=0.8281  ar=1.7859  rr=0.0039  opp=ema]
     87  100.0%    0.0119    0.8849   -0.7062    0.1101    1.8414  2.50e-04  [54.7s  eps=8680  pool=0  gn=3.072  cf=0.194  ev=0.111  am=1.844  as=0.791  rd=0.1454  ia=1.00 aa=1.00 ma=0.81  ae=0.8361  ar=1.7619  rr=0.0040  opp=ema]
     88  100.0%    0.0200    0.8915   -0.7211    0.1098    1.8624  2.50e-04  [54.3s  eps=8798  pool=0  gn=3.239  cf=0.193  ev=0.104  am=1.776  as=0.876  rd=0.1568  ia=1.00 aa=1.00 ma=0.81  ae=0.8301  ar=1.7743  rr=0.0040  opp=ema]
     89  100.0%    0.0192    0.9410   -0.6347    0.1094    1.9605  2.50e-04  [55.4s  eps=8919  pool=0  gn=3.056  cf=0.188  ev=0.054  am=1.730  as=0.790  rd=0.1518  ia=1.00 aa=1.00 ma=0.81  ae=0.8277  ar=1.7881  rr=0.0039  opp=ema]
     90   99.0%    0.0091    0.9331   -0.6803    0.1048    1.9319  2.50e-04  [55.4s  eps=9043  pool=0  gn=2.601  cf=0.221  ev=0.062  am=1.761  as=0.813  rd=0.1586  ia=1.00 aa=1.00 ma=0.82  ae=0.8167  ar=1.7599  rr=0.0040  opp=ema]
     91  100.0%    0.0200    0.9102   -0.6803    0.1021    1.8952  2.50e-04  [55.4s  eps=9163  pool=0  gn=2.547  cf=0.196  ev=0.085  am=1.743  as=0.773  rd=0.1664  ia=1.00 aa=1.00 ma=0.83  ae=0.8302  ar=1.7718  rr=0.0040  opp=ema]
     92   99.0%    0.0212    0.9528   -0.7168    0.1070    1.9844  2.50e-04  [54.9s  eps=9273  pool=0  gn=2.461  cf=0.186  ev=0.043  am=1.624  as=0.866  rd=0.1667  ia=1.00 aa=1.00 ma=0.82  ae=0.8241  ar=1.7968  rr=0.0038  opp=ema]
     93   51.0%    0.0219    0.9683   -0.6436    0.1102    2.0182  2.50e-04  [117.6s  eps=9403  pool=0  gn=2.940  cf=0.220  ev=0.027  am=0.433  as=1.120  rd=0.1896  ia=1.00 aa=1.00 ma=0.82  ae=0.8349  ar=1.8043  rr=0.0038  opp=fo]
     94  100.0%    0.0127    0.9451   -0.7142    0.1026    1.9581  2.50e-04  [54.4s  eps=9522  pool=0  gn=2.728  cf=0.205  ev=0.053  am=1.638  as=0.910  rd=0.1696  ia=1.00 aa=1.00 ma=0.83  ae=0.8077  ar=1.8070  rr=0.0038  opp=ema]
     95  100.0%    0.0257    0.9714   -0.7499    0.1036    2.0241  2.50e-04  [55.5s  eps=9640  pool=0  gn=2.780  cf=0.199  ev=0.025  am=1.635  as=0.885  rd=0.1636  ia=1.00 aa=1.00 ma=0.83  ae=0.8156  ar=1.7860  rr=0.0039  opp=ema]
     96  100.0%    0.0079    0.9094   -0.6296    0.0981    1.8792  2.50e-04  [54.5s  eps=9759  pool=0  gn=2.558  cf=0.189  ev=0.088  am=1.711  as=0.843  rd=0.1447  ia=1.00 aa=1.00 ma=0.84  ae=0.8300  ar=1.7732  rr=0.0040  opp=ema]
     97  100.0%    0.0121    0.9580   -0.6612    0.0956    1.9789  2.50e-04  [53.3s  eps=9885  pool=0  gn=2.544  cf=0.184  ev=0.039  am=1.709  as=0.824  rd=0.1589  ia=1.00 aa=1.00 ma=0.84  ae=0.8365  ar=1.7740  rr=0.0040  opp=ema]
     98  100.0%    0.0206    0.9630   -0.6230    0.0986    1.9994  2.50e-04  [53.5s  eps=9999  pool=0  gn=2.309  cf=0.202  ev=0.033  am=1.675  as=0.796  rd=0.1725  ia=1.00 aa=1.00 ma=0.84  ae=0.8115  ar=1.8199  rr=0.0037  opp=ema]
     99  100.0%    0.0165    0.9522   -0.6893    0.0983    1.9733  2.50e-04  [52.9s  eps=10109  pool=0  gn=2.172  cf=0.201  ev=0.045  am=1.585  as=0.735  rd=0.1828  ia=1.00 aa=1.00 ma=0.83  ae=0.8196  ar=1.8205  rr=0.0037  opp=ema]
    100   99.0%    0.0058    0.9316   -0.7413    0.0924    1.9181  2.50e-04  [54.8s  eps=10222  pool=0  gn=2.411  cf=0.220  ev=0.065  am=1.590  as=0.831  rd=0.1702  ia=1.00 aa=1.00 ma=0.85  ae=0.7974  ar=1.7782  rr=0.0039  opp=ema]
  eval random: WR=96.5%  W=491 L=18  (509 games)
  eval fulloff: WR=52.8%  W=273 L=244  (517 games)
  eval ema: WR=98.4%  W=494 L=8  (502 games)
  eval pool: WR=51.1%  W=266 L=255  (521 games)
  -> eval plots saved to checkpoints/cheater_v7/  [update000100]
  -> attention maps saved to checkpoints/cheater_v7/attn/  [update000100]
  -> pool snapshot added (size=1)
  eval finished [1180.6s]
  -> checkpoint saved: checkpoints/cheater_v7/agent_000100.pt
    101  100.0%    0.0082    0.9585   -0.6698    0.0915    1.9743  2.50e-04  [68.5s  eps=10334  pool=1  gn=2.743  cf=0.193  ev=0.036  am=1.496  as=0.830  rd=0.1497  ia=1.00 aa=1.00 ma=0.85  ae=0.7870  ar=1.7672  rr=0.0040  opp=ema]
    102   56.0%    0.0116    0.9598   -0.6937    0.0969    1.9831  2.50e-04  [131.8s  eps=10459  pool=1  gn=2.461  cf=0.193  ev=0.036  am=0.337  as=1.109  rd=0.1443  ia=1.00 aa=1.00 ma=0.84  ae=0.8213  ar=1.7770  rr=0.0039  opp=fo]
    103   95.0%    0.0158    0.9663   -0.7351    0.0934    1.9982  2.50e-04  [62.1s  eps=10579  pool=1  gn=2.056  cf=0.196  ev=0.032  am=1.486  as=0.793  rd=0.1515  ia=1.00 aa=1.00 ma=0.85  ae=0.7992  ar=1.7651  rr=0.0040  opp=ema]
    104   97.0%    0.0165    0.9786   -0.6418    0.0920    2.0228  2.50e-04  [62.0s  eps=10682  pool=1  gn=1.954  cf=0.172  ev=0.019  am=1.330  as=0.847  rd=0.1482  ia=1.00 aa=1.00 ma=0.85  ae=0.8110  ar=1.7811  rr=0.0039  opp=ema]
    105   98.0%    0.0075    0.9673   -0.5976    0.0890    1.9895  2.49e-04  [63.3s  eps=10795  pool=1  gn=1.899  cf=0.172  ev=0.029  am=1.448  as=0.819  rd=0.1270  ia=1.00 aa=1.00 ma=0.85  ae=0.8065  ar=1.7816  rr=0.0039  opp=ema]
    106   54.0%    0.0055    0.9595   -0.6731    0.0917    1.9727  2.49e-04  [61.7s  eps=10921  pool=1  gn=2.304  cf=0.166  ev=0.036  am=0.403  as=1.199  rd=0.1404  ia=1.00 aa=1.00 ma=0.86  ae=0.8450  ar=1.8206  rr=0.0037  opp=pool(1)]
    107   54.0%    0.0081    0.9393   -0.7358    0.0904    1.9341  2.49e-04  [61.3s  eps=11049  pool=1  gn=2.244  cf=0.191  ev=0.057  am=0.177  as=1.206  rd=0.1493  ia=1.00 aa=1.00 ma=0.86  ae=0.8513  ar=1.8106  rr=0.0038  opp=pool(1)]
    108   59.0%    0.0089    0.9425   -0.7271    0.0902    1.9409  2.49e-04  [61.5s  eps=11173  pool=1  gn=2.305  cf=0.186  ev=0.053  am=0.342  as=1.196  rd=0.1474  ia=1.00 aa=1.00 ma=0.86  ae=0.8651  ar=1.8417  rr=0.0036  opp=pool(1)]
    109   54.0%    0.0091    0.9367   -0.7635    0.0923    1.9309  2.49e-04  [62.9s  eps=11299  pool=1  gn=2.226  cf=0.188  ev=0.060  am=0.314  as=1.168  rd=0.1463  ia=1.00 aa=1.00 ma=0.86  ae=0.8340  ar=1.8509  rr=0.0036  opp=pool(1)]
    110   94.0%    0.0197    0.9395   -0.7791    0.0897    1.9452  2.49e-04  [61.7s  eps=11411  pool=1  gn=2.683  cf=0.191  ev=0.056  am=1.216  as=0.963  rd=0.1559  ia=1.00 aa=1.00 ma=0.86  ae=0.8558  ar=1.8347  rr=0.0037  opp=ema]
    111   94.0%    0.0142    0.9477   -0.7316    0.0851    1.9536  2.49e-04  [64.2s  eps=11525  pool=1  gn=2.246  cf=0.184  ev=0.049  am=1.315  as=1.003  rd=0.1462  ia=1.00 aa=1.00 ma=0.87  ae=0.8513  ar=1.8256  rr=0.0037  opp=ema]
    112   91.0%    0.0082    0.9487   -0.8029    0.0833    1.9484  2.49e-04  [62.9s  eps=11637  pool=1  gn=2.135  cf=0.197  ev=0.047  am=1.253  as=0.986  rd=0.1522  ia=1.00 aa=1.00 ma=0.87  ae=0.8568  ar=1.8261  rr=0.0037  opp=ema]
    113   94.0%    0.0258    0.9539   -0.7218    0.0839    1.9771  2.49e-04  [63.7s  eps=11743  pool=1  gn=2.491  cf=0.198  ev=0.043  am=1.200  as=0.940  rd=0.1655  ia=1.00 aa=1.00 ma=0.87  ae=0.8501  ar=1.8327  rr=0.0037  opp=ema]
    114   90.0%    0.0125    0.9703   -0.7000    0.0842    1.9966  2.49e-04  [63.8s  eps=11858  pool=1  gn=2.107  cf=0.207  ev=0.025  am=1.107  as=0.995  rd=0.1642  ia=1.00 aa=1.00 ma=0.87  ae=0.8582  ar=1.8341  rr=0.0037  opp=ema]
    115   92.0%    0.0111    0.9430   -0.6941    0.0845    1.9409  2.49e-04  [63.1s  eps=11973  pool=1  gn=2.077  cf=0.203  ev=0.054  am=1.009  as=1.061  rd=0.1499  ia=1.00 aa=1.00 ma=0.87  ae=0.8547  ar=1.8261  rr=0.0037  opp=ema]
    116   91.0%    0.0120    0.9701   -0.6803    0.0827    1.9950  2.49e-04  [62.2s  eps=12083  pool=1  gn=2.162  cf=0.203  ev=0.026  am=1.149  as=0.972  rd=0.1569  ia=1.00 aa=1.00 ma=0.88  ae=0.8507  ar=1.8210  rr=0.0037  opp=ema]
    117   90.0%    0.0335    0.9548   -0.6717    0.0819    1.9854  2.49e-04  [64.3s  eps=12206  pool=1  gn=1.985  cf=0.215  ev=0.040  am=1.148  as=0.983  rd=0.1766  ia=1.00 aa=1.00 ma=0.88  ae=0.8503  ar=1.8336  rr=0.0037  opp=ema]
    118   38.0%    0.0113    0.9364   -0.7469    0.0842    1.9273  2.49e-04  [128.4s  eps=12328  pool=1  gn=2.139  cf=0.209  ev=0.058  am=0.011  as=1.184  rd=0.1758  ia=1.00 aa=1.00 ma=0.87  ae=0.8641  ar=1.8376  rr=0.0036  opp=fo]
    119   86.0%    0.0120    0.9653   -0.7321    0.0828    1.9853  2.49e-04  [60.0s  eps=12442  pool=1  gn=1.886  cf=0.212  ev=0.031  am=0.993  as=0.997  rd=0.1505  ia=1.00 aa=1.00 ma=0.88  ae=0.8474  ar=1.8137  rr=0.0038  opp=ema]
    120   39.0%    0.0168    0.9387   -0.6907    0.0817    1.9365  2.49e-04  [60.6s  eps=12570  pool=1  gn=1.924  cf=0.201  ev=0.057  am=0.178  as=1.179  rd=0.1491  ia=1.00 aa=1.00 ma=0.88  ae=0.8280  ar=1.8138  rr=0.0038  opp=pool(1)]
    121   86.0%    0.2572    0.9482   -0.6660    0.0819    2.1960  2.49e-04  [61.8s  eps=12683  pool=1  gn=2.045  cf=0.207  ev=0.046  am=0.928  as=0.936  rd=0.3167  ia=1.00 aa=1.00 ma=0.88  ae=0.8471  ar=1.8195  rr=0.0037  opp=ema]
    122   44.0%    0.0105    0.9524   -0.6123    0.0810    1.9572  2.49e-04  [65.2s  eps=12804  pool=1  gn=2.152  cf=0.181  ev=0.043  am=0.224  as=1.193  rd=0.1389  ia=1.00 aa=1.00 ma=0.88  ae=0.8462  ar=1.8199  rr=0.0037  opp=pool(1)]
    123   85.0%    0.0126    0.9482   -0.5379    0.0779    1.9495  2.49e-04  [62.7s  eps=12922  pool=1  gn=1.813  cf=0.182  ev=0.049  am=0.988  as=1.002  rd=0.1357  ia=1.00 aa=1.00 ma=0.89  ae=0.8347  ar=1.8228  rr=0.0037  opp=ema]
    124   83.0%    0.0074    0.9491   -0.6549    0.0757    1.9445  2.49e-04  [62.9s  eps=13045  pool=1  gn=1.970  cf=0.169  ev=0.047  am=0.919  as=1.032  rd=0.1368  ia=1.00 aa=1.00 ma=0.89  ae=0.8351  ar=1.8229  rr=0.0037  opp=ema]
    125   82.0%    0.0098    0.9452   -0.6377    0.0761    1.9391  2.49e-04  [62.4s  eps=13168  pool=1  gn=2.281  cf=0.166  ev=0.051  am=0.841  as=1.035  rd=0.1385  ia=1.00 aa=1.00 ma=0.89  ae=0.8531  ar=1.8248  rr=0.0037  opp=ema]
    126   53.0%    0.0080    0.9417   -0.5703    0.0755    1.9299  2.49e-04  [61.7s  eps=13295  pool=1  gn=2.671  cf=0.156  ev=0.052  am=0.325  as=1.158  rd=0.1295  ia=1.00 aa=1.00 ma=0.89  ae=0.8697  ar=1.8402  rr=0.0036  opp=pool(1)]
    127   76.0%    0.0113    0.9409   -0.5731    0.0744    1.9309  2.49e-04  [62.5s  eps=13406  pool=1  gn=2.309  cf=0.181  ev=0.055  am=0.637  as=1.206  rd=0.1469  ia=1.00 aa=1.00 ma=0.90  ae=0.8671  ar=1.8343  rr=0.0037  opp=ema]
    128   49.0%    0.0063    0.9512   -0.6560    0.0760    1.9472  2.49e-04  [64.3s  eps=13534  pool=1  gn=2.408  cf=0.164  ev=0.044  am=0.286  as=1.225  rd=0.1985  ia=1.00 aa=1.00 ma=0.89  ae=0.8806  ar=1.8338  rr=0.0037  opp=pool(1)]
    129   53.0%    0.0051    0.9328   -0.6182    0.0722    1.9069  2.49e-04  [62.0s  eps=13659  pool=1  gn=2.345  cf=0.168  ev=0.062  am=0.202  as=1.162  rd=0.1301  ia=1.00 aa=1.00 ma=0.90  ae=0.8942  ar=1.8419  rr=0.0036  opp=pool(1)]
    130   72.0%    0.0079    0.9397   -0.6619    0.0760    1.9260  2.49e-04  [71.0s  eps=13786  pool=1  gn=2.146  cf=0.178  ev=0.056  am=0.771  as=1.099  rd=0.1376  ia=1.00 aa=1.00 ma=0.89  ae=0.8696  ar=1.8309  rr=0.0037  opp=ema]
    131   73.0%    0.0083    0.9313   -0.6137    0.0744    1.9086  2.49e-04  [63.0s  eps=13910  pool=1  gn=2.285  cf=0.175  ev=0.063  am=0.759  as=1.067  rd=0.2060  ia=1.00 aa=1.00 ma=0.90  ae=0.8745  ar=1.8246  rr=0.0037  opp=ema]
    132   68.0%    0.0103    0.9370   -0.6011    0.0732    1.9214  2.49e-04  [63.6s  eps=14034  pool=1  gn=2.224  cf=0.179  ev=0.058  am=0.610  as=1.136  rd=0.1313  ia=1.00 aa=1.00 ma=0.90  ae=0.8756  ar=1.8419  rr=0.0036  opp=ema]
    133   38.0%    0.0134    0.9341   -0.5576    0.0745    1.9195  2.49e-04  [63.5s  eps=14160  pool=1  gn=2.435  cf=0.169  ev=0.062  am=0.024  as=1.186  rd=0.1309  ia=1.00 aa=1.00 ma=0.90  ae=0.8713  ar=1.8468  rr=0.0036  opp=pool(1)]
    134   67.0%    0.0054    0.9532   -0.5782    0.0710    1.9477  2.49e-04  [62.9s  eps=14283  pool=1  gn=2.501  cf=0.166  ev=0.040  am=0.737  as=1.125  rd=0.1250  ia=1.00 aa=1.00 ma=0.90  ae=0.8757  ar=1.8231  rr=0.0037  opp=ema]
    135   50.0%    0.0126    0.9542   -0.5876    0.0726    1.9575  2.49e-04  [129.2s  eps=14408  pool=1  gn=1.796  cf=0.190  ev=0.042  am=0.247  as=1.197  rd=0.1339  ia=1.00 aa=1.00 ma=0.90  ae=0.8909  ar=1.8430  rr=0.0036  opp=fo]
    136   59.0%    0.0110    0.9542   -0.5669    0.0747    1.9576  2.49e-04  [61.3s  eps=14528  pool=1  gn=1.866  cf=0.186  ev=0.043  am=0.288  as=1.129  rd=0.1503  ia=1.00 aa=1.00 ma=0.90  ae=0.8567  ar=1.8260  rr=0.0037  opp=ema]
    137   66.0%    0.0230    0.9291   -0.5366    0.0723    1.9180  2.49e-04  [61.6s  eps=14651  pool=1  gn=1.907  cf=0.175  ev=0.067  am=0.522  as=1.146  rd=0.1360  ia=1.00 aa=1.00 ma=0.90  ae=0.8587  ar=1.8239  rr=0.0037  opp=ema]
    138   64.0%    0.0112    0.9383   -0.6026    0.0708    1.9237  2.49e-04  [66.3s  eps=14770  pool=1  gn=1.821  cf=0.162  ev=0.059  am=0.401  as=1.069  rd=0.1358  ia=1.00 aa=1.00 ma=0.90  ae=0.8625  ar=1.8016  rr=0.0038  opp=ema]
    139   67.0%    0.0183    0.9333   -0.5424    0.0699    1.9203  2.49e-04  [65.1s  eps=14894  pool=1  gn=2.215  cf=0.181  ev=0.059  am=0.572  as=1.122  rd=0.1473  ia=1.00 aa=1.00 ma=0.90  ae=0.8558  ar=1.8128  rr=0.0038  opp=ema]
    140   59.0%    0.0106    0.9404   -0.5886    0.0685    1.9258  2.49e-04  [61.9s  eps=15018  pool=1  gn=1.971  cf=0.160  ev=0.056  am=0.493  as=1.032  rd=0.1263  ia=1.00 aa=1.00 ma=0.90  ae=0.8579  ar=1.8211  rr=0.0037  opp=ema]
    141   53.0%    0.0180    0.9305   -0.5753    0.0680    1.9133  2.49e-04  [61.6s  eps=15139  pool=1  gn=1.889  cf=0.152  ev=0.065  am=0.209  as=1.176  rd=0.1319  ia=1.00 aa=1.00 ma=0.90  ae=0.8514  ar=1.8209  rr=0.0037  opp=pool(1)]
    142   50.0%    0.0138    0.9297   -0.5444    0.0675    1.9074  2.49e-04  [61.7s  eps=15265  pool=1  gn=2.131  cf=0.160  ev=0.065  am=0.248  as=1.244  rd=0.1296  ia=1.00 aa=1.00 ma=0.91  ae=0.8480  ar=1.8175  rr=0.0037  opp=pool(1)]
    143   59.0%    0.0039    0.9401   -0.4925    0.0662    1.9172  2.49e-04  [62.0s  eps=15386  pool=1  gn=2.294  cf=0.156  ev=0.056  am=0.440  as=1.124  rd=0.1094  ia=1.00 aa=1.00 ma=0.91  ae=0.8689  ar=1.8291  rr=0.0037  opp=ema]
    144   59.0%    0.0046    0.9481   -0.5199    0.0663    1.9341  2.49e-04  [62.5s  eps=15510  pool=1  gn=2.186  cf=0.165  ev=0.048  am=0.378  as=1.175  rd=0.1244  ia=1.00 aa=1.00 ma=0.91  ae=0.8698  ar=1.8274  rr=0.0037  opp=ema]
    145   62.0%    0.0316    0.9511   -0.5531    0.0655    1.9663  2.49e-04  [62.6s  eps=15637  pool=1  gn=1.944  cf=0.187  ev=0.047  am=0.419  as=1.137  rd=0.2178  ia=1.00 aa=1.00 ma=0.91  ae=0.8712  ar=1.8465  rr=0.0036  opp=ema]
    146   61.0%    0.0166    0.9269   -0.5474    0.0696    1.9055  2.49e-04  [63.9s  eps=15763  pool=1  gn=2.503  cf=0.195  ev=0.068  am=0.492  as=1.154  rd=0.1396  ia=1.00 aa=1.00 ma=0.91  ae=0.8708  ar=1.8469  rr=0.0036  opp=ema]
    147   58.0%    0.0143    0.9453   -0.6137    0.0634    1.9359  2.49e-04  [63.4s  eps=15891  pool=1  gn=2.193  cf=0.194  ev=0.051  am=0.320  as=1.148  rd=0.1505  ia=1.00 aa=1.00 ma=0.91  ae=0.8814  ar=1.8392  rr=0.0036  opp=ema]
    148   49.0%    0.0086    0.9428   -0.5674    0.0656    1.9266  2.49e-04  [65.4s  eps=16016  pool=1  gn=1.934  cf=0.171  ev=0.053  am=0.276  as=1.142  rd=0.1275  ia=1.00 aa=1.00 ma=0.91  ae=0.8826  ar=1.8292  rr=0.0037  opp=ema]
    149   55.0%    0.0146    0.9304   -0.5882    0.0674    1.9090  2.49e-04  [63.7s  eps=16138  pool=1  gn=2.030  cf=0.170  ev=0.065  am=0.384  as=1.179  rd=0.1391  ia=1.00 aa=1.00 ma=0.92  ae=0.8767  ar=1.8295  rr=0.0037  opp=ema]
    150   39.0%    0.0159    0.9395   -0.6296    0.0651    1.9269  2.49e-04  [61.4s  eps=16265  pool=1  gn=2.130  cf=0.201  ev=0.057  am=0.212  as=1.272  rd=0.1579  ia=1.00 aa=1.00 ma=0.92  ae=0.8840  ar=1.8373  rr=0.0036  opp=ema]
    151   64.0%    0.0101    0.9416   -0.6424    0.0634    1.9243  2.49e-04  [63.7s  eps=16393  pool=1  gn=2.308  cf=0.208  ev=0.054  am=0.429  as=1.136  rd=0.1548  ia=1.00 aa=1.00 ma=0.91  ae=0.8859  ar=1.8306  rr=0.0037  opp=ema]
    152   50.0%    0.0096    0.9402   -0.6807    0.0635    1.9213  2.49e-04  [55.9s  eps=16518  pool=1  gn=2.122  cf=0.184  ev=0.056  am=0.205  as=1.120  rd=0.1402  ia=1.00 aa=1.00 ma=0.92  ae=0.8544  ar=1.8272  rr=0.0037  opp=pool(1)]
    153   46.0%    0.0113    0.9227   -0.6941    0.0642    1.8883  2.49e-04  [55.7s  eps=16639  pool=1  gn=2.161  cf=0.191  ev=0.074  am=0.164  as=1.201  rd=0.1537  ia=1.00 aa=1.00 ma=0.91  ae=0.8574  ar=1.8186  rr=0.0037  opp=ema]
    154   54.0%    0.0246    0.9341   -0.6996    0.0608    1.9224  2.49e-04  [55.6s  eps=16759  pool=1  gn=2.322  cf=0.181  ev=0.062  am=0.184  as=1.171  rd=0.1480  ia=1.00 aa=1.00 ma=0.93  ae=0.8492  ar=1.8105  rr=0.0038  opp=ema]
    155   56.0%    0.0075    0.9489   -0.6384    0.0604    1.9350  2.49e-04  [56.5s  eps=16889  pool=1  gn=2.152  cf=0.164  ev=0.048  am=0.255  as=1.226  rd=0.1240  ia=1.00 aa=1.00 ma=0.92  ae=0.8406  ar=1.8057  rr=0.0038  opp=ema]
    156   51.0%    0.0084    0.9367   -0.6233    0.0607    1.9120  2.49e-04  [56.3s  eps=17016  pool=1  gn=2.496  cf=0.174  ev=0.059  am=0.260  as=1.159  rd=0.1261  ia=1.00 aa=1.00 ma=0.92  ae=0.8220  ar=1.8000  rr=0.0038  opp=ema]
    157   59.0%    0.0034    0.9405   -0.6148    0.0582    1.9125  2.49e-04  [55.7s  eps=17142  pool=1  gn=2.245  cf=0.168  ev=0.055  am=0.329  as=1.590  rd=0.2448  ia=1.00 aa=1.00 ma=0.93  ae=0.8542  ar=1.8218  rr=0.0037  opp=pool(1)]
    158   52.0%    0.0059    0.9320   -0.6082    0.0584    1.8983  2.49e-04  [56.1s  eps=17266  pool=1  gn=2.231  cf=0.167  ev=0.067  am=0.211  as=1.213  rd=0.1312  ia=1.00 aa=1.00 ma=0.92  ae=0.8367  ar=1.8361  rr=0.0036  opp=ema]
    159   62.0%    0.0095    0.9202   -0.5871    0.0604    1.8795  2.49e-04  [56.1s  eps=17390  pool=1  gn=2.343  cf=0.163  ev=0.077  am=0.446  as=1.175  rd=0.1326  ia=1.00 aa=1.00 ma=0.92  ae=0.8410  ar=1.8361  rr=0.0036  opp=ema]
